t,Value,Expiry
41495.00,82.1,43423.00
41498.00,82,43423.00
41499.00,82,43423.00
41500.00,82.24,43423.00
41501.00,81.86,43423.00
41502.00,81.64,43423.00
41505.00,81.41,43423.00
41506.00,81.83,43423.00
41507.00,81.63,43423.00
41508.00,81.48,43423.00
41509.00,81.31,43423.00
41512.00,81.31,43423.00
41513.00,81.52,43423.00
41514.00,80.92,43423.00
41515.00,80.63,43423.00
41516.00,81.38,43423.00
41520.00,81.34,43423.00
41521.00,81.48,43423.00
41522.00,81.49,43423.00
41523.00,81.14,43423.00
41526.00,80.65,43423.00
41527.00,80.84,43423.00
41528.00,80.88,43423.00
41529.00,81.07,43423.00
41530.00,81.24,43423.00
41533.00,81.27,43423.00
41534.00,81.17,43423.00
41535.00,81.1,43423.00
41536.00,81.61,43423.00
41537.00,81.69,43423.00
41540.00,81.71,43423.00
41541.00,81.84,43423.00
41542.00,81.56,43423.00
41543.00,81.96,43423.00
41544.00,81.49,43423.00
41547.00,81.7,43423.00
41548.00,81.85,43423.00
41549.00,81.77,43423.00
41550.00,81.22,43423.00
41551.00,81.62,43423.00
41554.00,81.87,43423.00
41555.00,81.2,43423.00
41556.00,81.35,43423.00
41557.00,81.42,43423.00
41558.00,81.66,43423.00
41561.00,81.51,43423.00
41562.00,81.57,43423.00
41563.00,81.07,43423.00
41564.00,80.8,43423.00
41565.00,81.57,43423.00
41568.00,81.95,43423.00
41569.00,81.23,43423.00
41570.00,80.41,43423.00
41571.00,80.32,43423.00
41572.00,80.41,43423.00
41575.00,80.52,43423.00
41576.00,80.66,43423.00
41577.00,81.44,43423.00
41578.00,81.44,43423.00
41579.00,81.23,43423.00
41582.00,81.16,43423.00
41583.00,81.15,43423.00
41584.00,80.74,43423.00
41585.00,81.03,43423.00
41586.00,80.62,43423.00
41589.00,80.76,43423.00
41590.00,80.75,43423.00
41591.00,80.87,43423.00
41592.00,80.78,43423.00
41593.00,80.85,43423.00
41596.00,80.56,43423.00
41597.00,80.26,43423.00
41598.00,80.44,43423.00
41599.00,80,43423.00
41600.00,80.04,43423.00
41603.00,80.44,43423.00
41604.00,80.6,43423.00
41605.00,80.44,43423.00
41607.00,80.77,43423.00
41610.00,80.88,43423.00
41611.00,80.72,43423.00
41612.00,80.57,43423.00
41613.00,80.03,43423.00
41614.00,80.25,43423.00
41617.00,80.36,43423.00
41618.00,80.2,43423.00
41619.00,80.55,43423.00
41620.00,80.29,43423.00
41621.00,79.26,43423.00
41624.00,79.61,43423.00
41625.00,79.69,43423.00
41626.00,79.03,43423.00
41627.00,78.62,43423.00
41628.00,78.36,43423.00
41631.00,78.36,43423.00
41632.00,78.29,43423.00
41634.00,78.47,43423.00
41635.00,78.6,43423.00
41638.00,78.53,43423.00
41639.00,78.31,43423.00
41641.00,77.45,43423.00
41642.00,77.18,43423.00
41645.00,77.23,43423.00
41646.00,76.3,43423.00
41647.00,75.8,43423.00
41648.00,76.11,43423.00
41649.00,76.11,43423.00
41652.00,76.03,43423.00
41653.00,76.88,43423.00
41654.00,77.26,43423.00
41655.00,76.33,43423.00
41656.00,76.27,43423.00
41660.00,76.19,43423.00
41661.00,76.09,43423.00
41662.00,75.89,43423.00
41663.00,76.29,43423.00
41666.00,76.22,43423.00
41667.00,76.45,43423.00
41668.00,76.06,43423.00
41669.00,75.87,43423.00
41670.00,75.36,43423.00
41673.00,75.71,43423.00
41674.00,76.38,43423.00
41675.00,77.59,43423.00
41676.00,77.74,43423.00
41677.00,78.15,43423.00
41680.00,77.84,43423.00
41681.00,78.38,43423.00
41682.00,78.58,43423.00
41683.00,78.77,43423.00
41684.00,78.82,43423.00
41688.00,78.16,43423.00
41689.00,77.94,43423.00
41690.00,78.28,43423.00
41691.00,78.45,43423.00
41694.00,78.67,43423.00
41695.00,78.36,43423.00
41696.00,78.47,43423.00
41697.00,78.8,43423.00
41698.00,79.05,43423.00
41701.00,79.05,43423.00
41702.00,78.98,43423.00
41703.00,79.62,43423.00
41704.00,80.12,43423.00
41705.00,80.19,43423.00
41708.00,79.93,43423.00
41709.00,80.28,43423.00
41710.00,80.2,43423.00
41711.00,80.57,43423.00
41712.00,80.71,43423.00
41715.00,80.25,43423.00
41716.00,80.18,43423.00
41717.00,80.04,43423.00
41718.00,80.25,43423.00
41719.00,80.34,43423.00
41722.00,80.29,43423.00
41723.00,79.95,43423.00
41724.00,79.86,43423.00
41725.00,79.69,43423.00
41726.00,78.94,43423.00
41729.00,79.34,43423.00
41730.00,79.7,43423.00
41731.00,80.66,43423.00
41732.00,81.07,43423.00
41733.00,80.92,43423.00
41736.00,81.06,43423.00
41737.00,80.88,43423.00
41738.00,80.75,43423.00
41739.00,80.87,43423.00
41740.00,80.76,43423.00
41743.00,80.84,43423.00
41744.00,80.93,43423.00
41745.00,81.08,43423.00
41746.00,81.15,43423.00
41750.00,81.57,43423.00
41751.00,81.91,43423.00
41752.00,81.86,43423.00
41753.00,81.57,43423.00
41754.00,81.46,43423.00
41757.00,81.55,43423.00
41758.00,81.47,43423.00
41759.00,81.35,43423.00
41760.00,81.29,43423.00
41761.00,81.14,43423.00
41764.00,81.17,43423.00
41765.00,81.07,43423.00
41766.00,81.54,43423.00
41767.00,81.47,43423.00
41768.00,81.23,43423.00
41771.00,81.32,43423.00
41772.00,81.55,43423.00
41773.00,81.47,43423.00
41774.00,81.61,43423.00
41775.00,81.93,43423.00
41778.00,81.85,43423.00
41779.00,82.14,43423.00
41780.00,82.17,43423.00
41781.00,82.46,43423.00
41782.00,82.72,43423.00
41786.00,82.71,43423.00
41787.00,83.17,43423.00
41788.00,83.01,43423.00
41789.00,83.25,43423.00
41792.00,83.45,43423.00
41793.00,83.59,43423.00
41794.00,83.46,43423.00
41795.00,84.09,43423.00
41796.00,84.13,43423.00
41799.00,84.36,43423.00
41800.00,84.49,43423.00
41801.00,84.73,43423.00
41802.00,84.66,43423.00
41803.00,84.9,43423.00
41806.00,85.66,43423.00
41807.00,86.31,43423.00
41808.00,86.61,43423.00
41809.00,87.1,43423.00
41810.00,86.98,43423.00
41813.00,87.3,43423.00
41814.00,87.29,43423.00
41815.00,87.84,43423.00
41816.00,87.64,43423.00
41817.00,87.86,43423.00
41820.00,87.95,43423.00
41821.00,88.77,43423.00
41822.00,88.8,43423.00
41823.00,88.97,43423.00
41827.00,89.33,43423.00
41828.00,88.95,43423.00
41829.00,88.82,43423.00
41830.00,88.38,43423.00
41831.00,87.98,43423.00
41834.00,88.61,43423.00
41835.00,88.02,43423.00
41836.00,87.42,43423.00
41837.00,86.53,43423.00
41838.00,86.2,43423.00
41841.00,87.78,43423.00
41842.00,87.45,43423.00
41843.00,88,43423.00
41844.00,87.92,43423.00
41845.00,88.23,43423.00
41848.00,87.52,43423.00
41849.00,87.38,43423.00
41850.00,87.49,43423.00
41851.00,87.02,43423.00
41852.00,87.4,43423.00
41855.00,87.68,43423.00
41856.00,87.82,43423.00
41857.00,88.07,43423.00
41858.00,88.71,43423.00
41859.00,88.21,43423.00
41862.00,88.32,43423.00
41863.00,88.4,43423.00
41864.00,88.83,43423.00
41865.00,88.01,43423.00
41866.00,88.37,43423.00
41869.00,88.41,43423.00
41870.00,88.19,43423.00
41871.00,87.71,43423.00
41872.00,87.57,43423.00
41873.00,88.1,43423.00
41876.00,88.1,43423.00
41877.00,88.2,43423.00
41878.00,87.78,43423.00
41879.00,87.23,43423.00
41880.00,87.26,43423.00
41884.00,86.59,43423.00
41885.00,86.72,43423.00
41886.00,86.72,43423.00
41887.00,86.75,43423.00
41890.00,87.06,43423.00
41891.00,87.25,43423.00
41892.00,87.33,43423.00
41893.00,87.39,43423.00
41894.00,87.27,43423.00
41897.00,87.31,43423.00
41898.00,87.52,43423.00
41899.00,87.31,43423.00
41900.00,87.12,43423.00
41901.00,87.24,43423.00
41904.00,87.03,43423.00
41905.00,86.68,43423.00
41906.00,86.31,43423.00
41907.00,86.28,43423.00
41908.00,85.84,43423.00
41911.00,85.3,43423.00
41912.00,84.43,43423.00
41913.00,84.59,43423.00
41914.00,83.51,43423.00
41915.00,83.02,43423.00
41918.00,83.71,43423.00
41919.00,83.56,43423.00
41920.00,83.75,43423.00
41921.00,84.07,43423.00
41922.00,84.22,43423.00
41925.00,84.87,43423.00
41926.00,84.2,43423.00
41927.00,82.74,43423.00
41928.00,81.58,43423.00
41929.00,81.54,43423.00
41932.00,80.67,43423.00
41933.00,79.77,43423.00
41934.00,79.33,43423.00
41935.00,79.94,43423.00
41936.00,80.34,43423.00
41939.00,80.11,43423.00
41940.00,80.38,43423.00
41941.00,80.74,43423.00
41942.00,80.52,43423.00
41943.00,80.96,43423.00
41946.00,81.46,43423.00
41947.00,80.99,43423.00
41948.00,80.74,43423.00
41949.00,80.96,43423.00
41950.00,80.66,43423.00
41953.00,80.25,43423.00
41954.00,80.63,43423.00
41955.00,80.44,43423.00
41956.00,78.84,43423.00
41957.00,79.77,43423.00
41960.00,79.97,43423.00
41961.00,79.69,43423.00
41962.00,79.1,43423.00
41963.00,79.4,43423.00
41964.00,80.27,43423.00
41967.00,79.94,43423.00
41968.00,79.43,43423.00
41969.00,79.86,43423.00
41971.00,76.18,43423.00
41974.00,77.99,43423.00
41975.00,76.76,43423.00
41976.00,76.68,43423.00
41977.00,75.27,43423.00
41978.00,74.04,43423.00
41981.00,71.82,43423.00
41982.00,72.14,43423.00
41983.00,70.54,43423.00
41984.00,70.39,43423.00
41985.00,68.49,43423.00
41988.00,67.1,43423.00
41989.00,66.06,43423.00
41990.00,66.55,43423.00
41991.00,66.4,43423.00
41992.00,69.3,43423.00
41995.00,69.13,43423.00
41996.00,70.45,43423.00
41997.00,70.66,43423.00
41999.00,70.29,43423.00
42002.00,69.53,43423.00
42003.00,69.55,43423.00
42004.00,69.4,43423.00
42006.00,68.9,43423.00
42009.00,67.57,43423.00
42010.00,65.63,43423.00
42011.00,65.09,43423.00
42012.00,65.14,43423.00
42013.00,66.11,43423.00
42016.00,65.41,43423.00
42017.00,66.01,43423.00
42018.00,66.79,43423.00
42019.00,64.68,43423.00
42020.00,65.74,43423.00
42024.00,64.3,43423.00
42025.00,64.84,43423.00
42026.00,64.22,43423.00
42027.00,64.58,43423.00
42030.00,64.43,43423.00
42031.00,65.43,43423.00
42032.00,64.78,43423.00
42033.00,65.65,43423.00
42034.00,68.08,43423.00
42037.00,68.47,43423.00
42038.00,69.8,43423.00
42039.00,67.92,43423.00
42040.00,68.41,43423.00
42041.00,67.75,43423.00
42044.00,68.22,43423.00
42045.00,67.66,43423.00
42046.00,67.72,43423.00
42047.00,68.84,43423.00
42048.00,68.14,43423.00
42052.00,67.75,43423.00
42053.00,67.24,43423.00
42054.00,66.52,43423.00
42055.00,67.48,43423.00
42058.00,67.5,43423.00
42059.00,67.91,43423.00
42060.00,68.58,43423.00
42061.00,68.1,43423.00
42062.00,68.25,43423.00
42065.00,67.75,43423.00
42066.00,68.36,43423.00
42067.00,67.18,43423.00
42068.00,66.78,43423.00
42069.00,66.18,43423.00
42072.00,65.71,43423.00
42073.00,65.09,43423.00
42074.00,65.29,43423.00
42075.00,64.77,43423.00
42076.00,64.02,43423.00
42079.00,64.26,43423.00
42080.00,63.52,43423.00
42081.00,65.02,43423.00
42082.00,63.97,43423.00
42083.00,64.6,43423.00
42086.00,64.87,43423.00
42087.00,64.24,43423.00
42088.00,64.35,43423.00
42089.00,64.52,43423.00
42090.00,63.19,43423.00
42093.00,63.88,43423.00
42094.00,63.49,43423.00
42095.00,64.44,43423.00
42096.00,63.8,43423.00
42100.00,64.39,43423.00
42101.00,63.95,43423.00
42102.00,62.72,43423.00
42103.00,63.73,43423.00
42104.00,64.28,43423.00
42107.00,63.99,43423.00
42108.00,64.19,43423.00
42109.00,65.63,43423.00
42110.00,65.95,43423.00
42111.00,65.33,43423.00
42114.00,66.17,43423.00
42115.00,66.28,43423.00
42116.00,66.72,43423.00
42117.00,67.38,43423.00
42118.00,66.37,43423.00
42121.00,66.35,43423.00
42122.00,66.35,43423.00
42123.00,66.38,43423.00
42124.00,66.47,43423.00
42125.00,66.4,43423.00
42128.00,66.71,43423.00
42129.00,67.22,43423.00
42130.00,67.49,43423.00
42131.00,67.02,43423.00
42132.00,67.49,43423.00
42135.00,67.53,43423.00
42136.00,67.65,43423.00
42137.00,67.41,43423.00
42138.00,67.75,43423.00
42139.00,67.7,43423.00
42142.00,67.34,43423.00
42143.00,66.45,43423.00
42144.00,66.81,43423.00
42145.00,66.86,43423.00
42146.00,66.3,43423.00
42150.00,66.03,43423.00
42151.00,65.59,43423.00
42152.00,65.65,43423.00
42153.00,66.33,43423.00
42156.00,65.84,43423.00
42157.00,66.62,43423.00
42158.00,66.16,43423.00
42159.00,65.54,43423.00
42160.00,66.8,43423.00
42163.00,66.13,43423.00
42164.00,66.8,43423.00
42165.00,67.35,43423.00
42166.00,66.9,43423.00
42167.00,66.01,43423.00
42170.00,66.38,43423.00
42171.00,66.62,43423.00
42172.00,66.58,43423.00
42173.00,66.88,43423.00
42174.00,66.17,43423.00
42177.00,66.83,43423.00
42178.00,66.48,43423.00
42179.00,66.04,43423.00
42180.00,65.8,43423.00
42181.00,65.93,43423.00
42184.00,65.33,43423.00
42185.00,65.79,43423.00
42186.00,65.29,43423.00
42187.00,65.25,43423.00
42191.00,62.12,43423.00
42192.00,62.26,43423.00
42193.00,62.4,43423.00
42194.00,63.2,43423.00
42195.00,63.97,43423.00
42198.00,64.14,43423.00
42199.00,64.11,43423.00
42200.00,62.98,43423.00
42201.00,62.4,43423.00
42202.00,62.16,43423.00
42205.00,62.08,43423.00
42206.00,62.72,43423.00
42207.00,61.74,43423.00
42208.00,61.04,43423.00
42209.00,60.31,43423.00
42212.00,60.27,43423.00
42213.00,60.41,43423.00
42214.00,60.51,43423.00
42215.00,60.6,43423.00
42216.00,60.1,43423.00
42219.00,58.78,43423.00
42220.00,58.89,43423.00
42221.00,58.66,43423.00
42222.00,59.16,43423.00
42223.00,58.45,43423.00
42226.00,59.59,43423.00
42227.00,59.25,43423.00
42228.00,59.82,43423.00
42229.00,59.96,43423.00
42230.00,60.33,43423.00
42233.00,59.88,43423.00
42234.00,59.5,43423.00
42235.00,57.96,43423.00
42236.00,56.65,43423.00
42237.00,54.76,43423.00
42240.00,53.26,43423.00
42241.00,54.11,43423.00
42242.00,54.5,43423.00
42243.00,57.9,43423.00
42244.00,59.12,43423.00
42247.00,61.24,43423.00
42248.00,57.33,43423.00
42249.00,58.3,43423.00
42250.00,58.26,43423.00
42251.00,57.27,43423.00
42255.00,57.93,43423.00
42256.00,56.86,43423.00
42257.00,57.96,43423.00
42258.00,57.33,43423.00
42261.00,56.09,43423.00
42262.00,56.59,43423.00
42263.00,57.65,43423.00
42264.00,57.33,43423.00
42265.00,56.1,43423.00
42268.00,57.5,43423.00
42269.00,57.65,43423.00
42270.00,56.39,43423.00
42271.00,56.96,43423.00
42272.00,57.2,43423.00
42275.00,55.85,43423.00
42276.00,55.86,43423.00
42277.00,56.02,43423.00
42278.00,55.14,43423.00
42279.00,55.23,43423.00
42282.00,56.2,43423.00
42283.00,57.56,43423.00
42284.00,57.25,43423.00
42285.00,57.08,43423.00
42286.00,57.58,43423.00
42289.00,56.49,43423.00
42290.00,56.66,43423.00
42291.00,56.84,43423.00
42292.00,56.79,43423.00
42293.00,57.24,43423.00
42296.00,56.23,43423.00
42297.00,56.63,43423.00
42298.00,56.23,43423.00
42299.00,56.74,43423.00
42300.00,56.14,43423.00
42303.00,56.14,43423.00
42304.00,55.43,43423.00
42305.00,56.92,43423.00
42306.00,56.63,43423.00
42307.00,56.96,43423.00
42310.00,56.72,43423.00
42311.00,57.56,43423.00
42312.00,56.38,43423.00
42313.00,56.22,43423.00
42314.00,55.85,43423.00
42317.00,55.85,43423.00
42318.00,56.07,43423.00
42319.00,55.04,43423.00
42320.00,54.68,43423.00
42321.00,54.49,43423.00
42324.00,54.64,43423.00
42325.00,53.71,43423.00
42326.00,53.79,43423.00
42327.00,53.55,43423.00
42328.00,53.68,43423.00
42331.00,53.97,43423.00
42332.00,55.15,43423.00
42333.00,55.12,43423.00
42335.00,54.41,43423.00
42338.00,54.18,43423.00
42339.00,54.1,43423.00
42340.00,53.52,43423.00
42341.00,54.14,43423.00
42342.00,53.81,43423.00
42345.00,53.28,43423.00
42346.00,53.12,43423.00
42347.00,53.02,43423.00
42348.00,53.35,43423.00
42349.00,52.61,43423.00
42352.00,51.66,43423.00
42353.00,51.9,43423.00
42354.00,51.32,43423.00
42355.00,51.14,43423.00
42356.00,50.79,43423.00
42359.00,50.06,43423.00
42360.00,49.32,43423.00
42361.00,49.8,43423.00
42362.00,50.74,43423.00
42366.00,50.28,43423.00
42367.00,51.01,43423.00
42368.00,50.3,43423.00
42369.00,50.87,43423.00
42373.00,50.74,43423.00
42374.00,50.23,43423.00
42375.00,49,43423.00
42376.00,48.11,43423.00
42377.00,48.05,43423.00
42380.00,46.65,43423.00
42381.00,45.35,43423.00
42382.00,44.41,43423.00
42383.00,45.08,43423.00
42384.00,42.84,43423.00
42388.00,41.78,43423.00
42389.00,41.21,43423.00
42390.00,41.73,43423.00
42391.00,44.21,43423.00
42394.00,43.95,43423.00
42395.00,44.74,43423.00
42396.00,45.46,43423.00
42397.00,46.13,43423.00
42398.00,47.3,43423.00
42401.00,46,43423.00
42402.00,45.19,43423.00
42403.00,46.24,43423.00
42404.00,46.44,43423.00
42405.00,46.37,43423.00
42408.00,45.91,43423.00
42409.00,43.3,43423.00
42410.00,43.8,43423.00
42411.00,43.72,43423.00
42412.00,46.26,43423.00
42416.00,44.99,43423.00
42417.00,46.26,43423.00
42418.00,45.65,43423.00
42419.00,44.68,43423.00
42422.00,45.73,43423.00
42423.00,44.66,43423.00
42424.00,45.13,43423.00
42425.00,45.31,43423.00
42426.00,44.54,43423.00
42429.00,45.62,43423.00
42430.00,45.8,43423.00
42431.00,45.65,43423.00
42432.00,45.59,43423.00
42433.00,46.55,43423.00
42436.00,48.03,43423.00
42437.00,47.03,43423.00
42438.00,47.99,43423.00
42439.00,47.58,43423.00
42440.00,47.95,43423.00
42443.00,46.97,43423.00
42444.00,46.66,43423.00
42445.00,47.46,43423.00
42446.00,47.78,43423.00
42447.00,47.96,43423.00
42450.00,48.15,43423.00
42451.00,48.35,43423.00
42452.00,47.67,43423.00
42453.00,47.4,43423.00
42457.00,47.15,43423.00
42458.00,46.95,43423.00
42459.00,47.52,43423.00
42460.00,47.76,43423.00
42461.00,46.38,43423.00
42464.00,45.36,43423.00
42465.00,44.89,43423.00
42466.00,46.14,43423.00
42467.00,45.42,43423.00
42468.00,47.22,43423.00
42471.00,47.88,43423.00
42472.00,48.95,43423.00
42473.00,48.83,43423.00
42474.00,48.26,43423.00
42475.00,47.17,43423.00
42478.00,46.91,43423.00
42479.00,47.64,43423.00
42480.00,48.99,43423.00
42481.00,48.55,43423.00
42482.00,49.39,43423.00
42485.00,49.2,43423.00
42486.00,49.84,43423.00
42487.00,50.76,43423.00
42488.00,50.91,43423.00
42489.00,50.8,43423.00
42492.00,49.99,43423.00
42493.00,49.52,43423.00
42494.00,49.59,43423.00
42495.00,49.94,43423.00
42496.00,50.59,43423.00
42499.00,49.56,43423.00
42500.00,50.65,43423.00
42501.00,51.57,43423.00
42502.00,51.49,43423.00
42503.00,50.67,43423.00
42506.00,51.25,43423.00
42507.00,51.83,43423.00
42508.00,52.06,43423.00
42509.00,52.19,43423.00
42510.00,51.92,43423.00
42513.00,52.09,43423.00
42514.00,52.43,43423.00
42515.00,52.93,43423.00
42516.00,53.07,43423.00
42517.00,53.33,43423.00
42521.00,53.24,43423.00
42522.00,53.12,43423.00
42523.00,53.35,43423.00
42524.00,52.79,43423.00
42527.00,53.49,43423.00
42528.00,54.02,43423.00
42529.00,54.54,43423.00
42530.00,54.19,43423.00
42531.00,53.3,43423.00
42534.00,53.18,43423.00
42535.00,52.71,43423.00
42536.00,52.29,43423.00
42537.00,50.92,43423.00
42538.00,52.46,43423.00
42541.00,53.54,43423.00
42542.00,53.69,43423.00
42543.00,53.59,43423.00
42544.00,54.4,43423.00
42545.00,52.39,43423.00
42548.00,51.81,43423.00
42549.00,53.55,43423.00
42550.00,55.54,43423.00
42551.00,54.26,43423.00
42552.00,55.42,43423.00
42556.00,53.92,43423.00
42557.00,54.96,43423.00
42558.00,53.23,43423.00
42559.00,53.87,43423.00
42562.00,53.81,43423.00
42563.00,54.91,43423.00
42564.00,53.29,43423.00
42565.00,53.67,43423.00
42566.00,53.32,43423.00
42569.00,52.8,43423.00
42570.00,53.16,43423.00
42571.00,53.71,43423.00
42572.00,52.93,43423.00
42573.00,52.65,43423.00
42576.00,52.3,43423.00
42577.00,52.08,43423.00
42578.00,50.93,43423.00
42579.00,49.93,43423.00
42580.00,50.07,43423.00
42583.00,49.13,43423.00
42584.00,48.84,43423.00
42585.00,49.6,43423.00
42586.00,50.08,43423.00
42587.00,50.12,43423.00
42590.00,50.92,43423.00
42591.00,50.8,43423.00
42592.00,50.41,43423.00
42593.00,51.66,43423.00
42594.00,52.18,43423.00
42597.00,52.89,43423.00
42598.00,53.57,43423.00
42599.00,54.22,43423.00
42600.00,55.08,43423.00
42601.00,55.17,43423.00
42604.00,53.89,43423.00
42605.00,54.63,43423.00
42606.00,53.83,43423.00
42607.00,54.13,43423.00
42608.00,54.41,43423.00
42611.00,53.81,43423.00
42612.00,53.18,43423.00
42613.00,51.57,43423.00
42614.00,50.28,43423.00
42615.00,51.49,43423.00
42619.00,51.88,43423.00
42620.00,52.7,43423.00
42621.00,54.44,43423.00
42622.00,52.83,43423.00
42625.00,53.21,43423.00
42626.00,52.53,43423.00
42627.00,51.65,43423.00
42628.00,52.1,43423.00
42629.00,51.34,43423.00
42632.00,51.58,43423.00
42633.00,51.53,43423.00
42634.00,52,43423.00
42635.00,52.94,43423.00
42636.00,51.5,43423.00
42639.00,52.61,43423.00
42640.00,51.64,43423.00
42641.00,53.36,43423.00
42642.00,53.71,43423.00
42643.00,54.17,43423.00
42646.00,54.6,43423.00
42647.00,54.72,43423.00
42648.00,55.32,43423.00
42649.00,55.55,43423.00
42650.00,55.28,43423.00
42653.00,55.8,43423.00
42654.00,55.16,43423.00
42655.00,54.86,43423.00
42656.00,55.09,43423.00
42657.00,54.97,43423.00
42660.00,54.96,43423.00
42661.00,55.4,43423.00
42662.00,56.01,43423.00
42663.00,55.33,43423.00
42664.00,55.88,43423.00
42667.00,56.03,43423.00
42668.00,55.66,43423.00
42669.00,54.84,43423.00
42670.00,54.92,43423.00
42671.00,54.25,43423.00
42674.00,52.77,43423.00
42675.00,52.67,43423.00
42676.00,51.9,43423.00
42677.00,51.4,43423.00
42678.00,50.9,43423.00
42681.00,51.54,43423.00
42682.00,51.79,43423.00
42683.00,52.33,43423.00
42684.00,52,43423.00
42685.00,50.81,43423.00
42688.00,50.16,43423.00
42689.00,51.75,43423.00
42690.00,51.43,43423.00
42691.00,51.65,43423.00
42692.00,51.91,43423.00
42695.00,53.38,43423.00
42696.00,53.52,43423.00
42697.00,53.42,43423.00
42699.00,51.89,43423.00
42702.00,52.75,43423.00
42703.00,51.12,43423.00
42704.00,53.77,43423.00
42705.00,53.98,43423.00
42706.00,54.85,43423.00
42709.00,55.4,43423.00
42710.00,54.83,43423.00
42711.00,54.18,43423.00
42712.00,54.56,43423.00
42713.00,54.89,43423.00
42716.00,54.92,43423.00
42717.00,55.29,43423.00
42718.00,54.3,43423.00
42719.00,54.29,43423.00
42720.00,54.84,43423.00
42723.00,55.01,43423.00
42724.00,55.62,43423.00
42725.00,55.01,43423.00
42726.00,55.36,43423.00
42727.00,55.59,43423.00
42731.00,56.19,43423.00
42732.00,56.36,43423.00
42733.00,56.39,43423.00
42734.00,56.37,43423.00
42738.00,55.5,43423.00
42739.00,56.6,43423.00
42740.00,57.06,43423.00
42741.00,57.28,43423.00
42744.00,56.08,43423.00
42745.00,55.47,43423.00
42746.00,56.48,43423.00
42747.00,57.01,43423.00
42748.00,56.31,43423.00
42752.00,55.95,43423.00
42753.00,54.95,43423.00
42754.00,55.09,43423.00
42755.00,56.04,43423.00
42758.00,55.71,43423.00
42759.00,55.85,43423.00
42760.00,55.47,43423.00
42761.00,56.16,43423.00
42762.00,55.46,43423.00
42765.00,55.32,43423.00
42766.00,55.41,43423.00
42767.00,56.06,43423.00
42768.00,55.86,43423.00
42769.00,56.27,43423.00
42772.00,55.74,43423.00
42773.00,54.91,43423.00
42774.00,54.95,43423.00
42775.00,55.32,43423.00
42776.00,55.86,43423.00
42779.00,55.11,43423.00
42780.00,55.17,43423.00
42781.00,54.77,43423.00
42782.00,54.54,43423.00
42783.00,54.41,43423.00
42787.00,54.2,43423.00
42788.00,53.77,43423.00
42789.00,54.26,43423.00
42790.00,53.97,43423.00
42793.00,54.26,43423.00
42794.00,54.72,43423.00
42795.00,54.57,43423.00
42796.00,53.92,43423.00
42797.00,54.39,43423.00
42800.00,54.49,43423.00
42801.00,54.36,43423.00
42802.00,52.11,43423.00
42803.00,51.29,43423.00
42804.00,50.43,43423.00
42807.00,50.59,43423.00
42808.00,50.1,43423.00
42809.00,50.47,43423.00
42810.00,50.14,43423.00
42811.00,50.11,43423.00
42814.00,50.04,43423.00
42815.00,49.87,43423.00
42816.00,50.01,43423.00
42817.00,49.76,43423.00
42818.00,49.93,43423.00
42821.00,49.94,43423.00
42822.00,50.06,43423.00
42823.00,50.63,43423.00
42824.00,51.3,43423.00
42825.00,51.62,43423.00
42828.00,51.74,43423.00
42829.00,52.31,43423.00
42830.00,52.37,43423.00
42831.00,52.72,43423.00
42832.00,53,43423.00
42835.00,53.67,43423.00
42836.00,54.01,43423.00
42837.00,54.1,43423.00
42838.00,54.17,43423.00
42842.00,53.87,43423.00
42843.00,53.61,43423.00
42844.00,51.95,43423.00
42845.00,51.91,43423.00
42846.00,51.33,43423.00
42849.00,50.94,43423.00
42850.00,50.89,43423.00
42851.00,50.83,43423.00
42852.00,50.16,43423.00
42853.00,50.36,43423.00
42856.00,50.05,43423.00
42857.00,49,43423.00
42858.00,49.26,43423.00
42859.00,47.62,43423.00
42860.00,48.53,43423.00
42863.00,48.88,43423.00
42864.00,48.43,43423.00
42865.00,49.46,43423.00
42866.00,49.75,43423.00
42867.00,49.42,43423.00
42870.00,49.81,43423.00
42871.00,49.98,43423.00
42872.00,50.24,43423.00
42873.00,50.3,43423.00
42874.00,51.05,43423.00
42877.00,51.44,43423.00
42878.00,51.51,43423.00
42879.00,51.21,43423.00
42880.00,49.38,43423.00
42881.00,50.12,43423.00
42885.00,50.18,43423.00
42886.00,48.93,43423.00
42887.00,48.98,43423.00
42888.00,48.46,43423.00
42891.00,48.39,43423.00
42892.00,48.66,43423.00
42893.00,47.37,43423.00
42894.00,47.89,43423.00
42895.00,47.96,43423.00
42898.00,48.07,43423.00
42899.00,48.31,43423.00
42900.00,47.21,43423.00
42901.00,47.4,43423.00
42902.00,47.66,43423.00
42905.00,47.28,43423.00
42906.00,46.66,43423.00
42907.00,45.85,43423.00
42908.00,45.98,43423.00
42909.00,46.11,43423.00
42912.00,46.33,43423.00
42913.00,47.11,43423.00
42914.00,47.61,43423.00
42915.00,47.88,43423.00
42916.00,48.81,43423.00
42919.00,49.75,43423.00
42921.00,48.23,43423.00
42922.00,48.38,43423.00
42923.00,47.21,43423.00
42926.00,47.62,43423.00
42927.00,48.07,43423.00
42928.00,48.02,43423.00
42929.00,48.41,43423.00
42930.00,48.89,43423.00
42933.00,48.59,43423.00
42934.00,48.71,43423.00
42935.00,49.27,43423.00
42936.00,48.87,43423.00
42937.00,47.9,43423.00
42940.00,48.34,43423.00
42941.00,49.4,43423.00
42942.00,49.78,43423.00
42943.00,49.88,43423.00
42944.00,50.05,43423.00
