t,Value,Expiry
42845.00,53.91,43434.00
42846.00,53.41,43434.00
42849.00,52.99,43434.00
42850.00,53.03,43434.00
42851.00,52.98,43434.00
42852.00,52.37,43434.00
42853.00,52.65,43434.00
42856.00,52.26,43434.00
42857.00,51.18,43434.00
42858.00,51.46,43434.00
42859.00,49.81,43434.00
42860.00,50.84,43434.00
42863.00,51.12,43434.00
42864.00,50.73,43434.00
42865.00,51.65,43434.00
42866.00,51.93,43434.00
42867.00,51.69,43434.00
42870.00,51.96,43434.00
42871.00,52.19,43434.00
42872.00,52.50,43434.00
42873.00,52.66,43434.00
42874.00,53.54,43434.00
42877.00,53.92,43434.00
42878.00,54.06,43434.00
42879.00,53.68,43434.00
42880.00,51.94,43434.00
42881.00,52.63,43434.00
42884.00,52.81,43434.00
42885.00,52.80,43434.00
42886.00,51.76,43434.00
42887.00,51.68,43434.00
42888.00,51.19,43434.00
42891.00,51.03,43434.00
42892.00,51.19,43434.00
42893.00,49.95,43434.00
42894.00,50.49,43434.00
42895.00,50.64,43434.00
42898.00,50.61,43434.00
42899.00,50.88,43434.00
42900.00,49.92,43434.00
42901.00,50.21,43434.00
42902.00,50.51,43434.00
42905.00,50.11,43434.00
42906.00,49.57,43434.00
42907.00,48.80,43434.00
42908.00,48.83,43434.00
42909.00,48.89,43434.00
42912.00,49.15,43434.00
42913.00,49.94,43434.00
42914.00,50.40,43434.00
42915.00,50.69,43434.00
42916.00,51.66,43434.00
42919.00,52.60,43434.00
42920.00,52.45,43434.00
42921.00,51.11,43434.00
42922.00,51.27,43434.00
42923.00,50.06,43434.00
42926.00,50.50,43434.00
42927.00,51.03,43434.00
42928.00,51.00,43434.00
42929.00,51.37,43434.00
42930.00,51.82,43434.00
42933.00,51.46,43434.00
42934.00,51.62,43434.00
42935.00,52.22,43434.00
42936.00,51.81,43434.00
42937.00,50.84,43434.00
42940.00,51.29,43434.00
42941.00,52.41,43434.00
42942.00,52.82,43434.00
42943.00,52.91,43434.00
42944.00,53.15,43434.00
42947.00,53.68,43434.00
42948.00,53.05,43434.00
42949.00,53.31,43434.00
42950.00,52.86,43434.00
42951.00,53.29,43434.00
42954.00,53.35,43434.00
42955.00,53.10,43434.00
42956.00,53.25,43434.00
42957.00,52.22,43434.00
42958.00,52.29,43434.00
42961.00,51.36,43434.00
42962.00,51.34,43434.00
42963.00,50.92,43434.00
42964.00,51.22,43434.00
42965.00,52.68,43434.00
42968.00,51.56,43434.00
42969.00,52.22,43434.00
42970.00,52.79,43434.00
42971.00,52.31,43434.00
42972.00,52.58,43434.00
42975.00,52.06,43434.00
42976.00,52.55,43434.00
42977.00,51.92,43434.00
42978.00,53.78,43434.00
42979.00,53.82,43434.00
42982.00,53.36,43434.00
42983.00,54.10,43434.00
42984.00,54.50,43434.00
42985.00,54.64,43434.00
42986.00,53.84,43434.00
42989.00,54.09,43434.00
42990.00,54.29,43434.00
42991.00,54.74,43434.00
42992.00,55.07,43434.00
42993.00,55.37,43434.00
42996.00,55.03,43434.00
42997.00,54.59,43434.00
42998.00,55.10,43434.00
42999.00,55.12,43434.00
43000.00,55.21,43434.00
43003.00,56.09,43434.00
43004.00,55.95,43434.00
43005.00,55.96,43434.00
43006.00,55.46,43434.00
43007.00,55.36,43434.00
43010.00,54.62,43434.00
43011.00,54.58,43434.00
43012.00,54.55,43434.00
43013.00,55.29,43434.00
43014.00,54.09,43434.00
43017.00,54.23,43434.00
43018.00,54.85,43434.00
43019.00,55.24,43434.00
43020.00,54.78,43434.00
43021.00,55.31,43434.00
43024.00,55.63,43434.00
43025.00,55.45,43434.00
43026.00,55.78,43434.00
43027.00,55.31,43434.00
43028.00,55.75,43434.00
43031.00,55.55,43434.00
43032.00,56.22,43434.00
43033.00,56.38,43434.00
43034.00,56.79,43434.00
43035.00,57.67,43434.00
43038.00,58.10,43434.00
43039.00,58.27,43434.00
43040.00,57.76,43434.00
43041.00,57.69,43434.00
43042.00,58.72,43434.00
43045.00,60.40,43434.00
43046.00,60.31,43434.00
43047.00,60.42,43434.00
43048.00,60.85,43434.00
43049.00,60.95,43434.00
43052.00,60.92,43434.00
43053.00,59.68,43434.00
43054.00,59.52,43434.00
43055.00,59.11,43434.00
43056.00,59.86,43434.00
43059.00,59.47,43434.00
43060.00,59.54,43434.00
43061.00,59.97,43434.00
43062.00,60.33,43434.00
43063.00,60.44,43434.00
43066.00,60.53,43434.00
43067.00,60.53,43434.00
43068.00,59.81,43434.00
43069.00,59.68,43434.00
43070.00,60.56,43434.00
43073.00,59.92,43434.00
43074.00,60.38,43434.00
43075.00,59.22,43434.00
43076.00,59.99,43434.00
43077.00,60.73,43434.00
43080.00,61.29,43434.00
43081.00,60.20,43434.00
43082.00,59.24,43434.00
43083.00,59.98,43434.00
43084.00,59.91,43434.00
43087.00,60.42,43434.00
43088.00,60.91,43434.00
43089.00,61.28,43434.00
43090.00,61.59,43434.00
43091.00,61.91,43434.00
43095.00,63.20,43434.00
43096.00,62.88,43434.00
43097.00,62.97,43434.00
43098.00,63.32,43434.00
43102.00,63.25,43434.00
43103.00,63.93,43434.00
43104.00,64.13,43434.00
43105.00,64.00,43434.00
43108.00,64.31,43434.00
43109.00,65.09,43434.00
43110.00,65.31,43434.00
43111.00,65.28,43434.00
43112.00,65.77,43434.00
43115.00,66.38,43434.00
43116.00,65.56,43434.00
43117.00,65.72,43434.00
43118.00,65.78,43434.00
43119.00,65.24,43434.00
43122.00,65.50,43434.00
43123.00,66.15,43434.00
43124.00,66.33,43434.00
43125.00,66.46,43434.00
43126.00,66.53,43434.00
43129.00,65.94,43434.00
43130.00,65.19,43434.00
43131.00,65.45,43434.00
43132.00,66.07,43434.00
43133.00,65.00,43434.00
43136.00,64.24,43434.00
43137.00,63.43,43434.00
43138.00,62.26,43434.00
43139.00,61.77,43434.00
43140.00,59.92,43434.00
43143.00,59.87,43434.00
43144.00,60.06,43434.00
43145.00,61.21,43434.00
43146.00,61.16,43434.00
43147.00,61.65,43434.00
43150.00,62.44,43434.00
43151.00,62.39,43434.00
43152.00,62.49,43434.00
43153.00,63.22,43434.00
43154.00,64.09,43434.00
43157.00,64.45,43434.00
43158.00,63.79,43434.00
43159.00,62.01,43434.00
43160.00,61.33,43434.00
43161.00,61.79,43434.00
43164.00,62.94,43434.00
43165.00,63.16,43434.00
43166.00,61.95,43434.00
43167.00,61.39,43434.00
43168.00,62.97,43434.00
43171.00,62.72,43434.00
43172.00,62.60,43434.00
43173.00,62.76,43434.00
43174.00,62.86,43434.00
43175.00,63.68,43434.00
43178.00,63.34,43434.00
43179.00,64.42,43434.00
43180.00,66.22,43434.00
43181.00,65.65,43434.00
43182.00,66.78,43434.00
43185.00,66.47,43434.00
43186.00,66.56,43434.00
43187.00,65.91,43434.00
43188.00,66.29,43434.00
43192.00,64.69,43434.00
43193.00,65.30,43434.00
43194.00,65.22,43434.00
43195.00,65.62,43434.00
43196.00,64.42,43434.00
43199.00,65.61,43434.00
43200.00,67.37,43434.00
43201.00,68.50,43434.00
43202.00,68.25,43434.00
43203.00,68.77,43434.00
43206.00,67.95,43434.00
43207.00,68.13,43434.00
43208.00,69.60,43434.00
43209.00,70.00,43434.00
43210.00,70.27,43434.00
43213.00,70.86,43434.00
43214.00,70.06,43434.00
43215.00,70.27,43434.00
43216.00,70.76,43434.00
43217.00,70.69,43434.00
43220.00,71.54,43434.00
43221.00,70.32,43434.00
43222.00,70.46,43434.00
43223.00,70.66,43434.00
43224.00,72.09,43434.00
43227.00,73.34,43434.00
43228.00,72.05,43434.00
43229.00,74.37,43434.00
43230.00,74.84,43434.00
43231.00,74.71,43434.00
43234.00,75.53,43434.00
43235.00,76.06,43434.00
43236.00,76.90,43434.00
43237.00,77.13,43434.00
43238.00,76.60,43434.00
43241.00,77.20,43434.00
43242.00,77.56,43434.00
43243.00,77.83,43434.00
43244.00,76.97,43434.00
43245.00,74.70,43434.00
43248.00,73.62,43434.00
43249.00,73.90,43434.00
43250.00,75.86,43434.00
43251.00,75.78,43434.00
43252.00,75.24,43434.00
43255.00,74.12,43434.00
43256.00,74.01,43434.00
43257.00,73.66,43434.00
43258.00,75.61,43434.00
43259.00,74.98,43434.00
43262.00,74.94,43434.00
43263.00,74.47,43434.00
43264.00,75.32,43434.00
43265.00,74.33,43434.00
43266.00,71.84,43434.00
43269.00,73.60,43434.00
43270.00,73.18,43434.00
43271.00,72.90,43434.00
43272.00,71.56,43434.00
43273.00,73.91,43434.00
43276.00,73.29,43434.00
43277.00,74.88,43434.00
43278.00,76.21,43434.00
43279.00,76.32,43434.00
43280.00,77.70,43434.00
43283.00,75.97,43434.00
43284.00,76.34,43434.00
43285.00,76.81,43434.00
43286.00,76.21,43434.00
43287.00,76.26,43434.00
43290.00,77.18,43434.00
43291.00,77.83,43434.00
43292.00,73.15,43434.00
43293.00,74.33,43434.00
43294.00,74.99,43434.00
43297.00,71.74,43434.00
43298.00,72.18,43434.00
43299.00,72.86,43434.00
43300.00,72.65,43434.00
43301.00,73.15,43434.00
43304.00,73.70,43434.00
43305.00,74.23,43434.00
43306.00,74.93,43434.00
43307.00,75.54,43434.00
43308.00,75.03,43434.00
43311.00,75.76,43434.00
43312.00,74.38,43434.00
43313.00,72.74,43434.00
43314.00,73.69,43434.00
43315.00,73.62,43434.00
43318.00,74.21,43434.00
43319.00,75.21,43434.00
43320.00,72.92,43434.00
43321.00,72.64,43434.00
43322.00,73.32,43434.00
43325.00,73.12,43434.00
43326.00,72.99,43434.00
43327.00,71.33,43434.00
43328.00,71.93,43434.00
43329.00,72.17,43434.00
43332.00,72.61,43434.00
43333.00,72.86,43434.00
43334.00,74.97,43434.00
43335.00,75.03,43434.00
43336.00,75.93,43434.00
43339.00,76.30,43434.00
43340.00,76.03,43434.00
43341.00,77.15,43434.00
43342.00,77.58,43434.00
43343.00,77.13,43434.00
43346.00,77.61,43434.00
43347.00,77.62,43434.00
43348.00,76.57,43434.00
43349.00,75.83,43434.00
43350.00,76.16,43434.00
43353.00,76.55,43434.00
43354.00,78.17,43434.00
43355.00,78.90,43434.00
43356.00,77.38,43434.00
43357.00,77.22,43434.00
43360.00,77.23,43434.00
43361.00,78.15,43434.00
43362.00,78.53,43434.00
43363.00,77.85,43434.00
43364.00,77.86,43434.00
43367.00,80.08,43434.00
43368.00,80.78,43434.00
43369.00,80.31,43434.00
43370.00,80.93,43434.00
43371.00,82.24,43434.00
43374.00,84.51,43434.00
43375.00,84.35,43434.00
43376.00,85.83,43434.00
43377.00,84.16,43434.00
43378.00,83.79,43434.00
43381.00,83.54,43434.00
43382.00,84.54,43434.00
43383.00,82.65,43434.00
43384.00,79.87,43434.00
43385.00,80.07,43434.00
43388.00,80.43,43434.00
43389.00,81.04,43434.00
43390.00,79.63,43434.00
43391.00,78.75,43434.00
43392.00,79.26,43434.00
43395.00,79.44,43434.00
43396.00,76.15,43434.00
43397.00,76.17,43434.00
43398.00,76.88,43434.00
43399.00,77.66,43434.00
43402.00,77.37,43434.00
43403.00,75.95,43434.00
43404.00,75.04,43434.00
43405.00,72.89,43434.00
43406.00,72.83,43434.00
43409.00,73.17,43434.00
43410.00,72.13,43434.00
43411.00,72.07,43434.00
43412.00,70.65,43434.00
43413.00,70.18,43434.00
43416.00,70.12,43434.00
43417.00,65.47,43434.00
43418.00,66.12,43434.00
43419.00,66.62,43434.00
43420.00,66.76,43434.00
43423.00,66.79,43434.00
43424.00,62.53,43434.00
43425.00,63.48,43434.00
43426.00,62.60,43434.00
43427.00,58.80,43434.00
43430.00,60.48,43434.00
43431.00,60.21,43434.00
43432.00,58.76,43434.00
43433.00,59.51,43434.00
43434.00,58.71,43434.00
41439.00,89.33,43404.00
41442.00,89.39,43404.00
41443.00,89.25,43404.00
41444.00,89.03,43404.00
41445.00,86.82,43404.00
41446.00,86.18,43404.00
41449.00,87.16,43404.00
41450.00,87.54,43404.00
41451.00,87.71,43404.00
41452.00,87.50,43404.00
41453.00,86.84,43404.00
41456.00,86.02,43404.00
41457.00,86.79,43404.00
41458.00,86.66,43404.00
41459.00,86.75,43404.00
41460.00,86.39,43404.00
41463.00,86.66,43404.00
41464.00,86.76,43404.00
41465.00,87.43,43404.00
41466.00,88.01,43404.00
41467.00,87.67,43404.00
41470.00,87.28,43404.00
41471.00,87.05,43404.00
41472.00,86.94,43404.00
41473.00,86.99,43404.00
41474.00,87.05,43404.00
41477.00,87.19,43404.00
41478.00,87.71,43404.00
41479.00,87.80,43404.00
41480.00,88.34,43404.00
41481.00,89.20,43404.00
41484.00,89.14,43404.00
41485.00,89.13,43404.00
41486.00,88.98,43404.00
41487.00,88.67,43404.00
41488.00,88.72,43404.00
41491.00,89.03,43404.00
41492.00,88.88,43404.00
41493.00,88.65,43404.00
41494.00,89.26,43404.00
41495.00,89.11,43404.00
41498.00,89.04,43404.00
41499.00,89.08,43404.00
41500.00,89.25,43404.00
41501.00,89.14,43404.00
41502.00,89.02,43404.00
41505.00,88.72,43404.00
41506.00,89.12,43404.00
41507.00,89.22,43404.00
41508.00,88.91,43404.00
41509.00,88.43,43404.00
41512.00,88.71,43404.00
41513.00,88.66,43404.00
41514.00,88.39,43404.00
41515.00,88.20,43404.00
41516.00,88.79,43404.00
41519.00,89.31,43404.00
41520.00,88.84,43404.00
41521.00,89.12,43404.00
41522.00,89.05,43404.00
41523.00,88.96,43404.00
41526.00,88.34,43404.00
41527.00,88.49,43404.00
41528.00,88.47,43404.00
41529.00,88.72,43404.00
41530.00,88.71,43404.00
41533.00,88.74,43404.00
41534.00,88.63,43404.00
41535.00,88.59,43404.00
41536.00,88.67,43404.00
41537.00,88.76,43404.00
41540.00,88.84,43404.00
41541.00,89.01,43404.00
41542.00,88.74,43404.00
41543.00,89.23,43404.00
41544.00,88.68,43404.00
41547.00,88.73,43404.00
41548.00,88.98,43404.00
41549.00,88.97,43404.00
41550.00,88.66,43404.00
41551.00,89.02,43404.00
41554.00,89.17,43404.00
41555.00,88.75,43404.00
41556.00,88.85,43404.00
41557.00,88.72,43404.00
41558.00,88.92,43404.00
41561.00,88.62,43404.00
41562.00,88.65,43404.00
41563.00,87.94,43404.00
41564.00,87.98,43404.00
41565.00,88.73,43404.00
41568.00,89.05,43404.00
41569.00,88.85,43404.00
41570.00,88.30,43404.00
41571.00,87.89,43404.00
41572.00,88.18,43404.00
41575.00,88.69,43404.00
41576.00,88.67,43404.00
41577.00,89.70,43404.00
41578.00,89.55,43404.00
41579.00,89.13,43404.00
41582.00,89.04,43404.00
41583.00,89.31,43404.00
41584.00,89.08,43404.00
41585.00,89.19,43404.00
41586.00,88.78,43404.00
41589.00,89.02,43404.00
41590.00,89.11,43404.00
41591.00,89.31,43404.00
41592.00,88.99,43404.00
41593.00,89.41,43404.00
41596.00,89.28,43404.00
41597.00,88.33,43404.00
41598.00,88.76,43404.00
41599.00,88.63,43404.00
41600.00,88.93,43404.00
41603.00,89.57,43404.00
41604.00,89.56,43404.00
41605.00,89.97,43404.00
41606.00,90.27,43404.00
41607.00,89.58,43404.00
41610.00,90.21,43404.00
41611.00,90.29,43404.00
41612.00,89.78,43404.00
41613.00,89.27,43404.00
41614.00,89.82,43404.00
41617.00,89.94,43404.00
41618.00,90.22,43404.00
41619.00,90.78,43404.00
41620.00,90.29,43404.00
41621.00,89.93,43404.00
41624.00,89.86,43404.00
41625.00,89.54,43404.00
41626.00,89.44,43404.00
41627.00,89.19,43404.00
41628.00,89.24,43404.00
41631.00,88.67,43404.00
41632.00,88.58,43404.00
41634.00,88.50,43404.00
41635.00,88.37,43404.00
41638.00,88.28,43404.00
41639.00,87.84,43404.00
41641.00,86.97,43404.00
41642.00,87.08,43404.00
41645.00,87.72,43404.00
41646.00,86.95,43404.00
41647.00,86.99,43404.00
41648.00,87.40,43404.00
41649.00,87.50,43404.00
41652.00,87.58,43404.00
41653.00,88.56,43404.00
41654.00,89.42,43404.00
41655.00,89.52,43404.00
41656.00,89.69,43404.00
41659.00,89.84,43404.00
41660.00,90.11,43404.00
41661.00,91.07,43404.00
41662.00,90.70,43404.00
41663.00,91.20,43404.00
41666.00,91.26,43404.00
41667.00,91.71,43404.00
41668.00,91.57,43404.00
41669.00,91.13,43404.00
41670.00,90.69,43404.00
41673.00,90.83,43404.00
41674.00,91.00,43404.00
41675.00,91.60,43404.00
41676.00,91.68,43404.00
41677.00,92.44,43404.00
41680.00,91.64,43404.00
41681.00,92.13,43404.00
41682.00,92.16,43404.00
41683.00,92.55,43404.00
41684.00,92.51,43404.00
41687.00,92.69,43404.00
41688.00,92.13,43404.00
41689.00,92.04,43404.00
41690.00,92.13,43404.00
41691.00,92.06,43404.00
41694.00,92.35,43404.00
41695.00,91.95,43404.00
41696.00,91.84,43404.00
41697.00,92.14,43404.00
41698.00,92.28,43404.00
41701.00,92.06,43404.00
41702.00,91.55,43404.00
41703.00,91.45,43404.00
41704.00,91.75,43404.00
41705.00,92.21,43404.00
41708.00,92.54,43404.00
41709.00,92.96,43404.00
41710.00,93.14,43404.00
41711.00,93.32,43404.00
41712.00,93.58,43404.00
41715.00,92.87,43404.00
41716.00,92.85,43404.00
41717.00,92.65,43404.00
41718.00,92.91,43404.00
41719.00,92.78,43404.00
41722.00,92.66,43404.00
41723.00,92.58,43404.00
41724.00,92.80,43404.00
41725.00,92.79,43404.00
41726.00,92.25,43404.00
41729.00,92.39,43404.00
41730.00,92.28,43404.00
41731.00,93.14,43404.00
41732.00,93.64,43404.00
41733.00,93.53,43404.00
41736.00,93.61,43404.00
41737.00,93.30,43404.00
41738.00,93.18,43404.00
41739.00,93.17,43404.00
41740.00,92.90,43404.00
41743.00,92.86,43404.00
41744.00,92.87,43404.00
41745.00,92.42,43404.00
41746.00,92.25,43404.00
41750.00,92.44,43404.00
41751.00,92.48,43404.00
41752.00,92.62,43404.00
41753.00,92.45,43404.00
41754.00,92.47,43404.00
41757.00,92.75,43404.00
41758.00,92.80,43404.00
41759.00,92.80,43404.00
41760.00,92.99,43404.00
41761.00,92.95,43404.00
41764.00,92.94,43404.00
41765.00,92.99,43404.00
41766.00,93.29,43404.00
41767.00,93.33,43404.00
41768.00,93.00,43404.00
41771.00,93.21,43404.00
41772.00,93.29,43404.00
41773.00,93.26,43404.00
41774.00,93.72,43404.00
41775.00,93.96,43404.00
41778.00,93.68,43404.00
41779.00,93.90,43404.00
41780.00,93.82,43404.00
41781.00,94.23,43404.00
41782.00,94.46,43404.00
41785.00,94.59,43404.00
41786.00,94.60,43404.00
41787.00,94.74,43404.00
41788.00,94.42,43404.00
41789.00,94.79,43404.00
41792.00,94.94,43404.00
41793.00,94.86,43404.00
41794.00,94.64,43404.00
41795.00,95.08,43404.00
41796.00,94.60,43404.00
41799.00,94.93,43404.00
41800.00,95.10,43404.00
41801.00,95.33,43404.00
41802.00,95.47,43404.00
41803.00,95.27,43404.00
41806.00,96.34,43404.00
41807.00,97.63,43404.00
41808.00,98.04,43404.00
41809.00,98.41,43404.00
41810.00,98.47,43404.00
41813.00,98.86,43404.00
41814.00,99.51,43404.00
41815.00,99.28,43404.00
41816.00,98.66,43404.00
41817.00,98.91,43404.00
41820.00,98.61,43404.00
41821.00,99.12,43404.00
41822.00,99.09,43404.00
41823.00,99.09,43404.00
41824.00,98.84,43404.00
41827.00,99.09,43404.00
41828.00,98.43,43404.00
41829.00,98.53,43404.00
41830.00,98.44,43404.00
41831.00,98.52,43404.00
41834.00,99.48,43404.00
41835.00,98.86,43404.00
41836.00,98.23,43404.00
41837.00,97.40,43404.00
41838.00,96.82,43404.00
41841.00,98.53,43404.00
41842.00,97.78,43404.00
41843.00,98.56,43404.00
41844.00,98.37,43404.00
41845.00,98.45,43404.00
41848.00,98.16,43404.00
41849.00,98.82,43404.00
41850.00,99.08,43404.00
41851.00,98.80,43404.00
41852.00,99.24,43404.00
41855.00,98.95,43404.00
41856.00,98.80,43404.00
41857.00,98.84,43404.00
41858.00,99.57,43404.00
41859.00,99.05,43404.00
41862.00,99.05,43404.00
41863.00,98.71,43404.00
41864.00,99.26,43404.00
41865.00,98.37,43404.00
41866.00,98.87,43404.00
41869.00,98.61,43404.00
41870.00,98.49,43404.00
41871.00,98.15,43404.00
41872.00,97.89,43404.00
41873.00,97.86,43404.00
41876.00,97.98,43404.00
41877.00,97.66,43404.00
41878.00,97.56,43404.00
41879.00,96.68,43404.00
41880.00,96.58,43404.00
41883.00,96.51,43404.00
41884.00,96.09,43404.00
41885.00,96.64,43404.00
41886.00,96.46,43404.00
41887.00,96.39,43404.00
41890.00,96.98,43404.00
41891.00,97.58,43404.00
41892.00,98.11,43404.00
41893.00,97.12,43404.00
41894.00,96.90,43404.00
41897.00,96.91,43404.00
41898.00,97.06,43404.00
41899.00,97.30,43404.00
41900.00,97.38,43404.00
41901.00,97.26,43404.00
41904.00,97.29,43404.00
41905.00,96.93,43404.00
41906.00,96.66,43404.00
41907.00,96.47,43404.00
41908.00,95.47,43404.00
41911.00,94.55,43404.00
41912.00,93.77,43404.00
41913.00,93.90,43404.00
41914.00,93.24,43404.00
41915.00,92.94,43404.00
41918.00,93.86,43404.00
41919.00,93.64,43404.00
41920.00,93.80,43404.00
41921.00,93.78,43404.00
41922.00,94.09,43404.00
41925.00,94.52,43404.00
41926.00,94.00,43404.00
41927.00,92.44,43404.00
41928.00,91.43,43404.00
41929.00,91.72,43404.00
41932.00,90.86,43404.00
41933.00,89.41,43404.00
41934.00,88.95,43404.00
41935.00,89.78,43404.00
41936.00,90.39,43404.00
41939.00,90.67,43404.00
41940.00,91.09,43404.00
41941.00,91.59,43404.00
41942.00,91.29,43404.00
41943.00,91.50,43404.00
41946.00,91.17,43404.00
41947.00,90.94,43404.00
41948.00,90.46,43404.00
41949.00,91.10,43404.00
41950.00,90.72,43404.00
41953.00,90.29,43404.00
41954.00,90.51,43404.00
41955.00,89.94,43404.00
41956.00,88.29,43404.00
41957.00,89.32,43404.00
41960.00,89.05,43404.00
41961.00,88.46,43404.00
41962.00,88.10,43404.00
41963.00,88.19,43404.00
41964.00,89.37,43404.00
41967.00,88.78,43404.00
41968.00,88.35,43404.00
41969.00,87.93,43404.00
41970.00,85.45,43404.00
41971.00,84.72,43404.00
41974.00,86.50,43404.00
41975.00,85.22,43404.00
41976.00,84.74,43404.00
41977.00,83.60,43404.00
41978.00,82.74,43404.00
41981.00,80.50,43404.00
41982.00,80.35,43404.00
41983.00,78.30,43404.00
41984.00,77.86,43404.00
41985.00,75.94,43404.00
41988.00,74.82,43404.00
41989.00,72.88,43404.00
41990.00,73.41,43404.00
41991.00,73.14,43404.00
41992.00,75.79,43404.00
41995.00,75.92,43404.00
41996.00,77.53,43404.00
41997.00,77.54,43404.00
41999.00,76.96,43404.00
42002.00,76.43,43404.00
42003.00,76.64,43404.00
42004.00,76.46,43404.00
42006.00,75.80,43404.00
42009.00,74.75,43404.00
42010.00,73.13,43404.00
42011.00,72.05,43404.00
42012.00,71.66,43404.00
42013.00,72.36,43404.00
42016.00,71.00,43404.00
42017.00,71.00,43404.00
42018.00,71.62,43404.00
42019.00,70.31,43404.00
42020.00,71.41,43404.00
42023.00,70.98,43404.00
42024.00,70.37,43404.00
42025.00,70.76,43404.00
42026.00,70.18,43404.00
42027.00,70.76,43404.00
42030.00,70.59,43404.00
42031.00,71.44,43404.00
42032.00,70.82,43404.00
42033.00,71.30,43404.00
42034.00,73.37,43404.00
42037.00,73.97,43404.00
42038.00,76.01,43404.00
42039.00,74.35,43404.00
42040.00,75.50,43404.00
42041.00,75.52,43404.00
42044.00,75.99,43404.00
42045.00,75.52,43404.00
42046.00,75.13,43404.00
42047.00,76.41,43404.00
42048.00,75.97,43404.00
42051.00,75.92,43404.00
42052.00,76.22,43404.00
42053.00,75.35,43404.00
42054.00,74.75,43404.00
42055.00,75.35,43404.00
42058.00,75.13,43404.00
42059.00,75.60,43404.00
42060.00,76.54,43404.00
42061.00,76.09,43404.00
42062.00,76.56,43404.00
42065.00,75.23,43404.00
42066.00,75.96,43404.00
42067.00,74.92,43404.00
42068.00,74.17,43404.00
42069.00,73.41,43404.00
42072.00,72.87,43404.00
42073.00,72.17,43404.00
42074.00,72.56,43404.00
42075.00,72.53,43404.00
42076.00,71.55,43404.00
42079.00,71.84,43404.00
42080.00,71.14,43404.00
42081.00,72.59,43404.00
42082.00,71.98,43404.00
42083.00,72.46,43404.00
42086.00,72.84,43404.00
42087.00,71.90,43404.00
42088.00,72.14,43404.00
42089.00,72.45,43404.00
42090.00,70.68,43404.00
42093.00,71.40,43404.00
42094.00,71.10,43404.00
42095.00,72.18,43404.00
42096.00,71.07,43404.00
42100.00,71.95,43404.00
42101.00,70.82,43404.00
42102.00,69.71,43404.00
42103.00,70.79,43404.00
42104.00,71.50,43404.00
42107.00,71.18,43404.00
42108.00,71.26,43404.00
42109.00,73.18,43404.00
42110.00,72.91,43404.00
42111.00,72.48,43404.00
42114.00,72.82,43404.00
42115.00,72.83,43404.00
42116.00,73.48,43404.00
42117.00,74.56,43404.00
42118.00,73.87,43404.00
42121.00,73.89,43404.00
42122.00,73.72,43404.00
42123.00,74.20,43404.00
42124.00,74.08,43404.00
42125.00,74.15,43404.00
42128.00,74.55,43404.00
42129.00,75.17,43404.00
42130.00,75.09,43404.00
42131.00,74.41,43404.00
42132.00,74.69,43404.00
42135.00,74.61,43404.00
42136.00,74.75,43404.00
42137.00,74.94,43404.00
42138.00,75.36,43404.00
42139.00,75.45,43404.00
42142.00,74.92,43404.00
42143.00,73.52,43404.00
42144.00,73.96,43404.00
42145.00,74.26,43404.00
42146.00,73.84,43404.00
42149.00,74.00,43404.00
42150.00,73.40,43404.00
42151.00,72.40,43404.00
42152.00,72.80,43404.00
42153.00,73.71,43404.00
42156.00,73.00,43404.00
42157.00,73.78,43404.00
42158.00,73.19,43404.00
42159.00,72.21,43404.00
42160.00,73.28,43404.00
42163.00,72.68,43404.00
42164.00,73.67,43404.00
42165.00,74.49,43404.00
42166.00,73.82,43404.00
42167.00,72.85,43404.00
42170.00,73.17,43404.00
42171.00,73.31,43404.00
42172.00,73.40,43404.00
42173.00,73.63,43404.00
42174.00,72.70,43404.00
42177.00,73.23,43404.00
42178.00,73.40,43404.00
42179.00,72.92,43404.00
42180.00,72.49,43404.00
42181.00,72.41,43404.00
42184.00,71.92,43404.00
42185.00,71.90,43404.00
42186.00,71.45,43404.00
42187.00,71.25,43404.00
42188.00,70.22,43404.00
42191.00,67.52,43404.00
42192.00,67.78,43404.00
42193.00,68.03,43404.00
42194.00,69.15,43404.00
42195.00,69.79,43404.00
42198.00,69.69,43404.00
42199.00,69.57,43404.00
42200.00,68.52,43404.00
42201.00,68.22,43404.00
42202.00,67.96,43404.00
42205.00,67.90,43404.00
42206.00,68.72,43404.00
42207.00,67.97,43404.00
42208.00,67.50,43404.00
42209.00,66.70,43404.00
42212.00,66.77,43404.00
42213.00,66.82,43404.00
42214.00,66.86,43404.00
42215.00,66.64,43404.00
42216.00,66.20,43404.00
42219.00,64.17,43404.00
42220.00,64.36,43404.00
42221.00,63.89,43404.00
42222.00,64.21,43404.00
42223.00,63.97,43404.00
42226.00,64.97,43404.00
42227.00,64.29,43404.00
42228.00,64.79,43404.00
42229.00,64.72,43404.00
42230.00,64.74,43404.00
42233.00,64.74,43404.00
42234.00,64.15,43404.00
42235.00,62.72,43404.00
42236.00,61.60,43404.00
42237.00,60.02,43404.00
42240.00,58.47,43404.00
42241.00,59.11,43404.00
42242.00,59.19,43404.00
42243.00,62.73,43404.00
42244.00,64.61,43404.00
42247.00,67.34,43404.00
42248.00,62.92,43404.00
42249.00,63.84,43404.00
42250.00,63.93,43404.00
42251.00,62.66,43404.00
42254.00,61.34,43404.00
42255.00,63.14,43404.00
42256.00,62.04,43404.00
42257.00,63.32,43404.00
42258.00,62.75,43404.00
