t,Value,Expiry
42796,55.48,43280
42797,55.92,43280
42800,55.98,43280
42801,55.87,43280
42802,53.72,43280
42803,52.91,43280
42804,52.05,43280
42807,52.15,43280
42808,51.79,43280
42809,52.31,43280
42810,52.11,43280
42811,52.08,43280
42814,52.12,43280
42815,51.82,43280
42816,51.75,43280
42817,51.43,43280
42818,51.64,43280
42821,51.86,43280
42822,52.08,43280
42823,52.83,43280
42824,53.46,43280
42825,53.81,43280
42828,53.77,43280
42829,54.54,43280
42830,54.62,43280
42831,55,43280
42832,55.32,43280
42835,56.12,43280
42836,56.46,43280
42837,56.48,43280
42838,56.58,43280
42842,56.3,43280
42843,56,43280
42844,54.25,43280
42845,54.17,43280
42846,53.57,43280
42849,53.18,43280
42850,53.25,43280
42851,53.21,43280
42852,52.6,43280
42853,52.93,43280
42856,52.51,43280
42857,51.4,43280
42858,51.67,43280
42859,49.8,43280
42860,50.79,43280
42863,51.11,43280
42864,50.7,43280
42865,51.72,43280
42866,52.01,43280
42867,51.8,43280
42870,52.2,43280
42871,52.42,43280
42872,52.82,43280
42873,52.98,43280
42874,53.89,43280
42877,54.29,43280
42878,54.49,43280
42879,54.11,43280
42880,52.16,43280
42881,52.92,43280
42884,53.1,43280
42885,53.03,43280
42886,51.91,43280
42887,51.83,43280
42888,51.28,43280
42891,51.08,43280
42892,51.34,43280
42893,49.92,43280
42894,50.31,43280
42895,50.44,43280
42898,50.45,43280
42899,50.72,43280
42900,49.54,43280
42901,49.73,43280
42902,50.05,43280
42905,49.61,43280
42906,48.92,43280
42907,47.99,43280
42908,48.09,43280
42909,48.25,43280
42912,48.54,43280
42913,49.39,43280
42914,49.87,43280
42915,50.12,43280
42916,51.13,43280
42919,52.08,43280
42920,51.93,43280
42921,50.45,43280
42922,50.65,43280
42923,49.36,43280
42926,49.75,43280
42927,50.3,43280
42928,50.32,43280
42929,50.75,43280
42930,51.24,43280
42933,50.86,43280
42934,51.09,43280
42935,51.75,43280
42936,51.32,43280
42937,50.29,43280
42940,50.73,43280
42941,51.95,43280
42942,52.44,43280
42943,52.63,43280
42944,53,43280
42947,53.52,43280
42948,52.82,43280
42949,53.13,43280
42950,52.68,43280
42951,53.16,43280
42954,53.21,43280
42955,52.99,43280
42956,53.17,43280
42957,52.16,43280
42958,52.28,43280
42961,51.28,43280
42962,51.21,43280
42963,50.73,43280
42964,51.08,43280
42965,52.58,43280
42968,51.45,43280
42969,52.09,43280
42970,52.68,43280
42971,52.14,43280
42972,52.43,43280
42975,51.94,43280
42976,52.39,43280
42977,51.64,43280
42978,53.53,43280
42979,53.54,43280
42982,53.1,43280
42983,53.91,43280
42984,54.38,43280
42985,54.51,43280
42986,53.7,43280
42989,53.97,43280
42990,54.18,43280
42991,54.69,43280
42992,55.04,43280
42993,55.33,43280
42996,54.98,43280
42997,54.58,43280
42998,55.22,43280
42999,55.32,43280
43000,55.48,43280
43003,56.82,43280
43004,56.6,43280
43005,56.53,43280
43006,55.95,43280
43007,55.79,43280
43010,55.07,43280
43011,55.01,43280
43012,54.92,43280
43013,55.75,43280
43014,54.48,43280
43017,54.61,43280
43018,55.35,43280
43019,55.81,43280
43020,55.31,43280
43021,55.96,43280
43024,56.4,43280
43025,56.22,43280
43026,56.53,43280
43027,55.94,43280
43028,56.47,43280
43031,56.28,43280
43032,57.01,43280
43033,57.18,43280
43034,57.69,43280
43035,58.64,43280
43038,59.14,43280
43039,59.4,43280
43040,58.94,43280
43041,58.99,43280
43042,60.24,43280
43045,62.13,43280
43046,61.97,43280
43047,61.89,43280
43048,62.39,43280
43049,62.36,43280
43052,62.24,43280
43053,60.98,43280
43054,60.76,43280
43055,60.36,43280
43056,61.35,43280
43059,60.96,43280
43060,61.08,43280
43061,61.57,43280
43062,61.86,43280
43063,62.02,43280
43066,61.98,43280
43067,61.95,43280
43068,61.16,43280
43069,61.12,43280
43070,62.15,43280
43073,61.26,43280
43074,61.68,43280
43075,60.32,43280
43076,61.09,43280
43077,61.98,43280
43080,62.65,43280
43081,61.52,43280
43082,60.56,43280
43083,61.34,43280
43084,61.32,43280
43087,61.74,43280
43088,62.22,43280
43089,62.76,43280
43090,63.07,43280
43091,63.36,43280
43095,64.88,43280
43096,64.5,43280
43097,64.61,43280
43098,65.12,43280
43102,64.93,43280
43103,65.87,43280
43104,66.07,43280
43105,65.76,43280
43108,66.02,43280
43109,66.92,43280
43110,67.27,43280
43111,67.27,43280
43112,67.82,43280
43115,68.42,43280
43116,67.47,43280
43117,67.63,43280
43118,67.64,43280
43119,66.99,43280
43122,67.3,43280
43123,68.08,43280
43124,68.44,43280
43125,68.54,43280
43126,68.71,43280
43129,68,43280
43130,67.18,43280
43131,67.5,43280
43132,68.25,43280
43133,67.15,43280
43136,66.2,43280
43137,65.38,43280
43138,64.09,43280
43139,63.53,43280
43140,61.52,43280
43143,61.43,43280
43144,61.56,43280
43145,62.99,43280
43146,62.98,43280
43147,63.54,43280
43150,64.41,43280
43151,64.2,43280
43152,64.27,43280
43153,65.16,43280
43154,66.07,43280
43157,66.38,43280
43158,65.64,43280
43159,63.78,43280
43160,62.97,43280
43161,63.48,43280
43164,64.7,43280
43165,64.93,43280
43166,63.59,43280
43167,62.9,43280
43168,64.63,43280
43171,64.25,43280
43172,64.02,43280
43173,64.22,43280
43174,64.38,43280
43175,65.41,43280
43178,65.12,43280
43179,66.37,43280
43180,68.23,43280
43181,67.55,43280
43182,68.9,43280
43185,68.6,43280
43186,68.56,43280
43187,67.87,43280
43188,68.36,43280
43192,66.7,43280
43193,67.21,43280
43194,67.08,43280
43195,67.45,43280
43196,66.24,43280
43199,67.7,43280
43200,69.87,43280
43201,70.93,43280
43202,70.85,43280
43203,71.38,43280
43206,70.29,43280
43207,70.44,43280
43208,72.28,43280
43209,72.54,43280
43210,72.78,43280
43213,73.45,43280
43214,72.53,43280
43215,72.72,43280
43216,73.34,43280
43217,73.25,43280
43220,74.17,43280
43221,72.7,43280
43222,72.94,43280
43223,73.22,43280
43224,74.52,43280
43227,75.83,43280
43228,74.57,43280
43229,76.93,43280
43230,77.24,43280
43231,76.94,43280
43234,77.99,43280
43235,78.27,43280
43236,79.17,43280
43237,79.25,43280
43238,78.49,43280
43241,79.26,43280
43242,79.59,43280
43243,79.84,43280
43244,78.83,43280
43245,76.47,43280
43248,75.32,43280
43249,75.49,43280
43250,77.72,43280
43251,77.56,43280
43252,76.79,43280
43255,75.29,43280
43256,75.38,43280
43257,75.36,43280
43258,77.32,43280
43259,76.46,43280
43262,76.46,43280
43263,75.88,43280
43264,76.74,43280
43265,75.94,43280
43266,73.44,43280
43269,75.34,43280
43270,75.08,43280
43271,74.74,43280
43272,73.05,43280
43273,75.55,43280
43276,74.73,43280
43277,76.31,43280
43278,77.62,43280
43279,77.85,43280
43280,79.44,43280
41442,90.04,43251
41443,89.9,43251
41444,89.68,43251
41445,87.42,43251
41446,86.75,43251
41449,87.66,43251
41450,88.05,43251
41451,88.25,43251
41452,88.15,43251
41453,87.49,43251
41456,86.77,43251
41457,87.48,43251
41458,87.36,43251
41459,87.38,43251
41460,87.08,43251
41463,87.31,43251
41464,87.43,43251
41465,88.05,43251
41466,88.58,43251
41467,88.22,43251
41470,87.86,43251
41471,87.65,43251
41472,87.59,43251
41473,87.6,43251
41474,87.64,43251
41477,87.78,43251
41478,88.31,43251
41479,88.43,43251
41480,88.94,43251
41481,89.77,43251
41484,89.69,43251
41485,89.73,43251
41486,89.6,43251
41487,89.24,43251
41488,89.29,43251
41491,89.6,43251
41492,89.43,43251
41493,89.2,43251
41494,89.76,43251
41495,89.66,43251
41498,89.62,43251
41499,89.68,43251
41500,89.84,43251
41501,89.78,43251
41502,89.64,43251
41505,89.34,43251
41506,89.7,43251
41507,89.82,43251
41508,89.56,43251
41509,89.11,43251
41512,89.34,43251
41513,89.33,43251
41514,89.02,43251
41515,88.8,43251
41516,89.34,43251
41519,89.86,43251
41520,89.41,43251
41521,89.69,43251
41522,89.62,43251
41523,89.51,43251
41526,88.94,43251
41527,89.04,43251
41528,89.03,43251
41529,89.28,43251
41530,89.31,43251
41533,89.34,43251
41534,89.16,43251
41535,89.18,43251
41536,89.16,43251
41537,89.25,43251
41540,89.33,43251
41541,89.52,43251
41542,89.31,43251
41543,89.8,43251
41544,89.25,43251
41547,89.42,43251
41548,89.66,43251
41549,89.68,43251
41550,89.36,43251
41551,89.76,43251
41554,89.9,43251
41555,89.5,43251
41556,89.57,43251
41557,89.47,43251
41558,89.65,43251
41561,89.42,43251
41562,89.4,43251
41563,88.77,43251
41564,88.74,43251
41565,89.49,43251
41568,89.75,43251
41569,89.56,43251
41570,88.99,43251
41571,88.63,43251
41572,88.94,43251
41575,89.45,43251
41576,89.39,43251
41577,90.43,43251
41578,90.3,43251
41579,89.85,43251
41582,89.79,43251
41583,90.07,43251
41584,89.88,43251
41585,89.98,43251
41586,89.58,43251
41589,89.84,43251
41590,89.93,43251
41591,90.16,43251
41592,89.89,43251
41593,90.31,43251
41596,90.21,43251
41597,89.26,43251
41598,89.72,43251
41599,89.58,43251
41600,89.91,43251
41603,90.54,43251
41604,90.55,43251
41605,91.04,43251
41606,91.37,43251
41607,90.7,43251
41610,91.43,43251
41611,91.52,43251
41612,90.99,43251
41613,90.49,43251
41614,91.04,43251
41617,91.09,43251
41618,91.37,43251
41619,91.98,43251
41620,91.4,43251
41621,91.05,43251
41624,91.07,43251
41625,90.78,43251
41626,90.69,43251
41627,90.45,43251
41628,90.54,43251
41631,89.96,43251
41632,89.89,43251
41634,89.81,43251
41635,89.71,43251
41638,89.6,43251
41639,89.14,43251
41641,88.27,43251
41642,88.32,43251
41645,89,43251
41646,88.2,43251
41647,88.2,43251
41648,88.61,43251
41649,88.73,43251
41652,88.73,43251
41653,89.64,43251
41654,90.49,43251
41655,90.47,43251
41656,90.66,43251
41659,90.79,43251
41660,91.05,43251
41661,91.93,43251
41662,91.55,43251
41663,92.05,43251
41666,92.04,43251
41667,92.46,43251
41668,92.29,43251
41669,91.88,43251
41670,91.37,43251
41673,91.52,43251
41674,91.68,43251
41675,92.28,43251
41676,92.38,43251
41677,93.14,43251
41680,92.35,43251
41681,92.85,43251
41682,92.9,43251
41683,93.25,43251
41684,93.21,43251
41687,93.39,43251
41688,92.85,43251
41689,92.71,43251
41690,92.83,43251
41691,92.76,43251
41694,93.06,43251
41695,92.64,43251
41696,92.54,43251
41697,92.84,43251
41698,92.99,43251
41701,92.81,43251
41702,92.3,43251
41703,92.15,43251
41704,92.46,43251
41705,92.91,43251
41708,93.19,43251
41709,93.62,43251
41710,93.8,43251
41711,93.97,43251
41712,94.21,43251
41715,93.52,43251
41716,93.48,43251
41717,93.26,43251
41718,93.48,43251
41719,93.4,43251
41722,93.31,43251
41723,93.28,43251
41724,93.52,43251
41725,93.54,43251
41726,93.05,43251
41729,93.17,43251
41730,92.95,43251
41731,93.74,43251
41732,94.26,43251
41733,94.19,43251
41736,94.23,43251
41737,94,43251
41738,93.9,43251
41739,93.85,43251
41740,93.57,43251
41743,93.58,43251
41744,93.59,43251
41745,93.22,43251
41746,93.05,43251
41750,93.19,43251
41751,93.23,43251
41752,93.4,43251
41753,93.25,43251
41754,93.2,43251
41757,93.35,43251
41758,93.45,43251
41759,93.4,43251
41760,93.56,43251
41761,93.58,43251
41764,93.5,43251
41765,93.52,43251
41766,93.89,43251
41767,93.93,43251
41768,93.59,43251
41771,93.81,43251
41772,93.93,43251
41773,93.91,43251
41774,94.32,43251
41775,94.56,43251
41778,94.28,43251
41779,94.51,43251
41780,94.47,43251
41781,94.84,43251
41782,95.06,43251
41785,95.19,43251
41786,95.2,43251
41787,95.34,43251
41788,95.02,43251
41789,95.34,43251
41792,95.48,43251
41793,95.42,43251
41794,95.2,43251
41795,95.62,43251
41796,95.14,43251
41799,95.48,43251
41800,95.64,43251
41801,95.87,43251
41802,96.07,43251
41803,95.88,43251
41806,96.81,43251
41807,98.12,43251
41808,98.55,43251
41809,98.94,43251
41810,99.02,43251
41813,99.41,43251
41814,100.05,43251
41815,99.87,43251
41816,99.25,43251
41817,99.41,43251
41820,99.1,43251
41821,99.62,43251
41822,99.58,43251
41823,99.56,43251
41824,99.31,43251
41827,99.54,43251
41828,98.88,43251
41829,98.95,43251
41830,98.88,43251
41831,98.93,43251
41834,99.91,43251
41835,99.26,43251
41836,98.58,43251
41837,97.82,43251
41838,97.27,43251
41841,98.95,43251
41842,98.19,43251
41843,98.99,43251
41844,98.8,43251
41845,98.93,43251
41848,98.57,43251
41849,99.23,43251
41850,99.44,43251
41851,99.16,43251
41852,99.61,43251
41855,99.35,43251
41856,99.19,43251
41857,99.28,43251
41858,99.97,43251
41859,99.42,43251
41862,99.42,43251
41863,99.08,43251
41864,99.68,43251
41865,98.76,43251
41866,99.26,43251
41869,99,43251
41870,98.91,43251
41871,98.59,43251
41872,98.35,43251
41873,98.32,43251
41876,98.46,43251
41877,98.16,43251
41878,98.09,43251
41879,97.21,43251
41880,97.08,43251
41883,97.01,43251
41884,96.54,43251
41885,97.13,43251
41886,96.88,43251
41887,96.8,43251
41890,97.34,43251
41891,97.92,43251
41892,98.37,43251
41893,97.42,43251
41894,97.23,43251
41897,97.29,43251
41898,97.47,43251
41899,97.66,43251
41900,97.71,43251
41901,97.62,43251
41904,97.58,43251
41905,97.25,43251
41906,97.01,43251
41907,96.85,43251
41908,95.9,43251
41911,95,43251
41912,94.12,43251
41913,94.22,43251
41914,93.54,43251
41915,93.16,43251
41918,94.08,43251
41919,93.83,43251
41920,93.9,43251
41921,93.73,43251
41922,94.04,43251
41925,94.47,43251
41926,93.65,43251
41927,92.06,43251
41928,91.27,43251
41929,91.46,43251
41932,90.75,43251
41933,89.35,43251
41934,88.94,43251
41935,89.85,43251
41936,90.41,43251
41939,90.63,43251
41940,91.06,43251
41941,91.58,43251
41942,91.26,43251
41943,91.43,43251
41946,91.07,43251
41947,90.75,43251
41948,90.26,43251
41949,90.84,43251
41950,90.55,43251
41953,90.08,43251
41954,90.27,43251
41955,89.62,43251
41956,87.82,43251
41957,88.88,43251
41960,88.61,43251
41961,88.01,43251
41962,87.61,43251
41963,87.79,43251
41964,89,43251
41967,88.44,43251
41968,87.94,43251
41969,87.56,43251
41970,84.84,43251
41971,83.86,43251
41974,85.64,43251
41975,84.43,43251
41976,83.99,43251
41977,82.98,43251
41978,82.15,43251
41981,79.94,43251
41982,79.82,43251
41983,77.7,43251
41984,77.27,43251
41985,75.4,43251
41988,74.33,43251
41989,72.46,43251
41990,73.01,43251
41991,72.64,43251
41992,75.24,43251
41995,75.35,43251
41996,76.99,43251
41997,76.91,43251
41999,76.33,43251
42002,75.71,43251
42003,75.87,43251
42004,75.64,43251
42006,74.98,43251
42009,73.86,43251
42010,72.23,43251
42011,71.19,43251
42012,70.9,43251
42013,71.51,43251
42016,70.14,43251
42017,70.11,43251
42018,70.76,43251
42019,69.44,43251
42020,70.49,43251
42023,69.93,43251
42024,69.38,43251
42025,69.81,43251
42026,69.26,43251
42027,69.79,43251
42030,69.64,43251
42031,70.45,43251
42032,69.79,43251
42033,70.25,43251
42034,72.44,43251
42037,73.08,43251
42038,75.09,43251
42039,73.29,43251
42040,74.44,43251
42041,74.47,43251
42044,75.09,43251
42045,74.65,43251
42046,74.14,43251
42047,75.51,43251
42048,75.13,43251
42051,75.03,43251
42052,75.42,43251
42053,74.5,43251
42054,73.85,43251
42055,74.36,43251
42058,74.14,43251
42059,74.56,43251
42060,75.69,43251
42061,75.14,43251
42062,75.76,43251
42065,74.37,43251
42066,75.16,43251
42067,74.17,43251
42068,73.43,43251
42069,72.7,43251
42072,72.11,43251
42073,71.25,43251
42074,71.67,43251
42075,71.59,43251
42076,70.55,43251
42079,70.78,43251
42080,70.12,43251
42081,71.72,43251
42082,71,43251
42083,71.51,43251
42086,71.9,43251
42087,70.91,43251
42088,71.23,43251
42089,71.78,43251
42090,69.94,43251
42093,70.62,43251
42094,70.3,43251
42095,71.44,43251
42096,70.28,43251
42100,71.34,43251
42101,70.28,43251
42102,69.03,43251
42103,70.05,43251
42104,70.79,43251
42107,70.54,43251
42108,70.72,43251
42109,72.75,43251
42110,72.44,43251
42111,72.03,43251
42114,72.41,43251
42115,72.36,43251
42116,73.03,43251
42117,74.11,43251
42118,73.53,43251
42121,73.56,43251
42122,73.33,43251
42123,73.89,43251
42124,73.83,43251
42125,73.86,43251
42128,74.25,43251
42129,74.86,43251
42130,74.84,43251
42131,73.96,43251
42132,74.23,43251
42135,74.16,43251
42136,74.42,43251
42137,74.49,43251
42138,74.8,43251
42139,74.91,43251
42142,74.41,43251
42143,72.91,43251
42144,73.35,43251
42145,73.71,43251
42146,73.24,43251
42149,73.4,43251
42150,72.69,43251
42151,71.64,43251
42152,72.06,43251
42153,73.16,43251
42156,72.44,43251
42157,73.19,43251
42158,72.53,43251
42159,71.5,43251
42160,72.59,43251
42163,71.98,43251
42164,73.08,43251
42165,73.94,43251
42166,73.28,43251
42167,72.28,43251
42170,72.51,43251
42171,72.67,43251
42172,72.79,43251
42173,73.03,43251
42174,72.1,43251
42177,72.56,43251
42178,72.82,43251
42179,72.32,43251
42180,71.86,43251
42181,71.76,43251
42184,71.22,43251
42185,71.38,43251
42186,70.82,43251
42187,70.65,43251
42188,69.58,43251
42191,66.78,43251
42192,67.1,43251
42193,67.32,43251
42194,68.43,43251
42195,69.05,43251
42198,68.92,43251
42199,68.84,43251
42200,67.69,43251
42201,67.37,43251
42202,67.16,43251
42205,67.05,43251
42206,67.85,43251
42207,67.12,43251
42208,66.65,43251
42209,65.89,43251
42212,65.89,43251
42213,65.96,43251
42214,66.05,43251
42215,65.86,43251
42216,65.38,43251
42219,63.35,43251
42220,63.61,43251
42221,63.18,43251
42222,63.49,43251
42223,63.12,43251
42226,64.21,43251
42227,63.46,43251
42228,63.97,43251
42229,63.9,43251
42230,63.85,43251
42233,63.84,43251
42234,63.3,43251
42235,61.87,43251
42236,60.81,43251
42237,59.29,43251
42240,57.57,43251
42241,58.21,43251
42242,58.28,43251
42243,61.91,43251
42244,63.86,43251
42247,66.69,43251
42248,62.24,43251
42249,63.19,43251
42250,63.29,43251
42251,62.08,43251
42254,60.71,43251
42255,62.51,43251
42256,61.37,43251
42257,62.65,43251
42258,62.03,43251
42261,60.67,43251
42262,60.91,43251
42263,61.92,43251
42264,61.35,43251
42265,60.01,43251
42268,61.25,43251
42269,61.71,43251
42270,60.44,43251
42271,60.64,43251
42272,60.79,43251
42275,59.73,43251
42276,60.07,43251
42277,60.08,43251
42278,59.28,43251
42279,59.47,43251
42282,60.56,43251
42283,62.31,43251
42284,62.06,43251
42285,62.38,43251
42286,62.49,43251
42289,61.05,43251
42290,61.12,43251
42291,61.02,43251
42292,60.9,43251
42293,61.48,43251
42296,60.44,43251
42297,60.76,43251
42298,60.29,43251
42299,60.83,43251
42300,60.42,43251
42303,60.27,43251
42304,59.74,43251
42305,61.41,43251
42306,61.16,43251
42307,61.75,43251
42310,61.44,43251
42311,62.45,43251
42312,61.07,43251
42313,60.58,43251
42314,60.14,43251
42317,60.11,43251
42318,60.34,43251
42319,59.31,43251
42320,58.66,43251
42321,58.38,43251
42324,58.54,43251
42325,57.57,43251
42326,57.83,43251
42327,57.51,43251
42328,57.44,43251
42331,57.7,43251
42332,59.02,43251
42333,59.19,43251
42334,58.68,43251
42335,57.91,43251
42338,57.45,43251
42339,57.43,43251
42340,56.76,43251
42341,57.45,43251
42342,57.01,43251
42345,55.81,43251
42346,55.62,43251
42347,55.58,43251
42348,55.59,43251
42349,54.7,43251
42352,53.78,43251
42353,53.96,43251
42354,53.04,43251
42355,52.76,43251
42356,52.44,43251
42359,51.72,43251
42360,50.87,43251
42361,51.57,43251
42362,52.23,43251
42366,51.47,43251
42367,52.34,43251
42368,51.51,43251
42369,52.2,43251
42373,51.9,43251
42374,51.14,43251
42375,49.6,43251
42376,48.78,43251
42377,48.6,43251
42380,46.88,43251
42381,45.48,43251
42382,44.33,43251
42383,44.63,43251
42384,42.53,43251
42387,41.32,43251
42388,41.47,43251
42389,40.96,43251
42390,41.31,43251
42391,44.26,43251
42394,43.71,43251
42395,44.72,43251
42396,45.72,43251
42397,46.16,43251
42398,47.63,43251
42401,46.38,43251
42402,45.27,43251
42403,46.48,43251
42404,46.46,43251
42405,46.19,43251
42408,45.66,43251
42409,43.01,43251
42410,43.36,43251
42411,43.31,43251
42412,45.91,43251
42415,45.69,43251
42416,44.59,43251
42417,46.29,43251
42418,45.93,43251
42419,45,43251
42422,46.23,43251
42423,45.22,43251
42424,45.99,43251
42425,46.05,43251
42426,45.3,43251
42429,46.31,43251
42430,46.45,43251
42431,46.3,43251
42432,46.15,43251
42433,47.29,43251
42436,49.07,43251
42437,48.19,43251
42438,49.11,43251
42439,48.6,43251
42440,48.89,43251
42443,48.05,43251
42444,47.62,43251
42445,48.58,43251
42446,48.95,43251
42447,48.85,43251
42450,49.23,43251
42451,49.74,43251
42452,48.7,43251
42453,48.67,43251
42457,48.41,43251
42458,48.1,43251
42459,48.64,43251
42460,48.84,43251
42461,47.29,43251
42464,46.12,43251
42465,45.69,43251
42466,46.97,43251
42467,46.17,43251
42468,48.13,43251
42471,48.93,43251
42472,49.9,43251
42473,49.64,43251
42474,49.2,43251
42475,48.13,43251
42478,47.88,43251
42479,48.78,43251
42480,50.37,43251
42481,49.89,43251
42482,50.78,43251
42485,50.46,43251
42486,51.22,43251
42487,52.03,43251
42488,52.44,43251
42489,52.28,43251
42492,51.45,43251
42493,50.86,43251
42494,50.97,43251
42495,51.28,43251
42496,51.85,43251
42499,50.67,43251
42500,51.85,43251
42501,53.01,43251
42502,52.98,43251
42503,52.3,43251
42506,53.09,43251
42507,53.6,43251
42508,53.76,43251
42509,53.73,43251
42510,53.58,43251
42513,53.69,43251
42514,53.86,43251
42515,54.49,43251
42516,54.5,43251
42517,54.63,43251
42520,54.87,43251
42521,54.6,43251
42522,54.45,43251
42523,54.61,43251
42524,54.16,43251
42527,54.91,43251
42528,55.55,43251
42529,56.3,43251
42530,55.84,43251
42531,54.86,43251
42534,54.78,43251
42535,54.43,43251
42536,53.95,43251
42537,52.51,43251
42538,54.1,43251
42541,55.27,43251
42542,55.41,43251
42543,55.15,43251
42544,55.87,43251
42545,53.82,43251
42548,53.26,43251
42549,54.98,43251
42550,57.01,43251
42551,55.6,43251
42552,56.64,43251
42555,56.47,43251
42556,55.07,43251
42557,56.19,43251
42558,54.3,43251
42559,54.86,43251
42562,54.65,43251
42563,55.99,43251
42564,54.29,43251
42565,54.74,43251
42566,54.47,43251
42569,53.97,43251
42570,54.15,43251
42571,54.49,43251
42572,53.64,43251
42573,53.41,43251
42576,52.85,43251
42577,52.61,43251
42578,51.49,43251
42579,50.67,43251
42580,50.91,43251
42583,49.86,43251
42584,49.52,43251
42585,50.27,43251
42586,50.83,43251
42587,50.79,43251
42590,51.63,43251
42591,51.49,43251
42592,50.99,43251
42593,52.42,43251
42594,53.01,43251
42597,53.9,43251
42598,54.63,43251
42599,55.31,43251
42600,56.26,43251
42601,56.34,43251
42604,55.02,43251
42605,55.76,43251
42606,54.96,43251
42607,55.23,43251
42608,55.5,43251
42611,54.9,43251
42612,54.25,43251
42613,52.56,43251
42614,51.27,43251
42615,52.48,43251
42618,53.05,43251
42619,52.82,43251
42620,53.65,43251
42621,55.5,43251
42622,53.84,43251
42625,54.23,43251
42626,53.48,43251
42627,52.51,43251
42628,52.92,43251
42629,52.15,43251
42632,52.36,43251
42633,52.32,43251
42634,52.91,43251
42635,53.9,43251
42636,52.38,43251
42639,53.62,43251
42640,52.52,43251
42641,54.43,43251
42642,54.92,43251
42643,55.38,43251
42646,55.9,43251
42647,56.08,43251
42648,56.83,43251
42649,57.27,43251
42650,56.91,43251
42653,57.6,43251
42654,56.91,43251
42655,56.5,43251
42656,56.82,43251
42657,56.65,43251
42660,56.44,43251
42661,56.96,43251
42662,57.75,43251
42663,56.92,43251
42664,57.44,43251
42667,57.58,43251
42668,57.29,43251
42669,56.39,43251
42670,56.61,43251
42671,55.86,43251
42674,54.28,43251
42675,54.22,43251
42676,53.4,43251
42677,52.93,43251
42678,52.47,43251
42681,53.07,43251
42682,53.2,43251
42683,53.63,43251
42684,53.26,43251
42685,52,43251
42688,51.39,43251
42689,53.17,43251
42690,52.89,43251
42691,53.1,43251
42692,53.27,43251
42695,54.89,43251
42696,55.1,43251
42697,54.9,43251
42698,54.9,43251
42699,53.46,43251
42702,54.33,43251
42703,52.63,43251
42704,55.6,43251
42705,56.29,43251
42706,57.08,43251
42709,57.65,43251
42710,57.01,43251
42711,56.34,43251
42712,56.64,43251
42713,57.09,43251
42716,57.41,43251
42717,57.47,43251
42718,56.38,43251
42719,56.41,43251
42720,56.92,43251
42723,56.78,43251
42724,57.47,43251
42725,56.85,43251
42726,57.16,43251
42727,57.27,43251
42731,57.98,43251
42732,58.24,43251
42733,58.28,43251
42734,58.35,43251
42737,58.35,43251
42738,57.33,43251
42739,58.25,43251
42740,58.53,43251
42741,58.66,43251
42744,56.9,43251
42745,55.84,43251
42746,56.81,43251
42747,57.57,43251
42748,56.88,43251
42751,57.22,43251
42752,57.19,43251
42753,56.03,43251
42754,56.3,43251
42755,57.41,43251
42758,56.93,43251
42759,57.03,43251
42760,56.47,43251
42761,57.11,43251
42762,56.06,43251
42765,55.94,43251
42766,56.14,43251
42767,57.2,43251
42768,56.84,43251
42769,57.12,43251
42772,56.37,43251
42773,55.73,43251
42774,55.95,43251
42775,56.42,43251
42776,57.02,43251
42779,56.02,43251
42780,56.22,43251
42781,56.01,43251
42782,55.99,43251
42783,56.02,43251
42786,56.07,43251
42787,55.89,43251
42788,55.36,43251
42789,56.02,43251
42790,55.8,43251
42793,55.99,43251
42794,56.37,43251
42795,56.17,43251
42796,55.54,43251
42797,56.01,43251
42800,56.08,43251
42801,55.97,43251
42802,53.78,43251
42803,52.97,43251
42804,52.1,43251
42807,52.2,43251
42808,51.83,43251
42809,52.37,43251
42810,52.17,43251
42811,52.14,43251
42814,52.17,43251
42815,51.86,43251
42816,51.78,43251
42817,51.45,43251
42818,51.67,43251
42821,51.87,43251
42822,52.11,43251
42823,52.89,43251
42824,53.52,43251
42825,53.87,43251
42828,53.8,43251
42829,54.59,43251
42830,54.68,43251
42831,55.07,43251
42832,55.39,43251
42835,56.2,43251
42836,56.54,43251
42837,56.55,43251
42838,56.66,43251
42842,56.36,43251
42843,56.06,43251
42844,54.29,43251
42845,54.21,43251
42846,53.58,43251
42849,53.2,43251
42850,53.28,43251
42851,53.24,43251
42852,52.63,43251
42853,52.96,43251
42856,52.53,43251
42857,51.42,43251
42858,51.69,43251
42859,49.77,43251
42860,50.75,43251
42863,51.07,43251
42864,50.65,43251
42865,51.7,43251
42866,52,43251
42867,51.8,43251
42870,52.24,43251
42871,52.44,43251
42872,52.86,43251
42873,53.02,43251
42874,53.94,43251
42877,54.35,43251
42878,54.56,43251
42879,54.18,43251
42880,52.2,43251
42881,52.97,43251
42884,53.14,43251
42885,53.06,43251
42886,51.93,43251
42887,51.84,43251
42888,51.28,43251
42891,51.06,43251
42892,51.35,43251
42893,49.88,43251
42894,50.23,43251
42895,50.35,43251
42898,50.37,43251
42899,50.65,43251
42900,49.42,43251
42901,49.58,43251
42902,49.9,43251
42905,49.45,43251
42906,48.74,43251
42907,47.76,43251
42908,47.88,43251
42909,48.07,43251
42912,48.36,43251
42913,49.22,43251
42914,49.71,43251
42915,49.95,43251
42916,50.98,43251
42919,51.93,43251
42920,51.78,43251
42921,50.27,43251
42922,50.49,43251
42923,49.18,43251
42926,49.55,43251
42927,50.11,43251
42928,50.14,43251
42929,50.58,43251
42930,51.07,43251
42933,50.7,43251
42934,50.94,43251
42935,51.63,43251
42936,51.2,43251
